50,WA,15,2,WA,WA,91.57%
30,WA,15,2,WA,WA,91.57%
20,WA,15,2,WA,WA,91.57%
25,WA,15,2,WA,WA,91.57%
40,WA,15,2,WA,WA,91.57%
45,WA,15,2,WA,WA,91.57%
10,WA,15,2,WA,WA,91.57%
35,WA,15,2,WA,WA,91.57%
15,WA,15,2,WA,WA,91.57%
